id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
08S4dXJk7o5pYTD2GjGVqE,0.642,0.78,10,-8.052,0,0.0463,0.0763,2.2e-05,0.122,0.782,90.992,395798,4
64M7vSptOdMCuHwYzKuplj,0.945,0.443,2,-13.19,1,0.0531,0.121,0.000493,0.219,0.904,109.195,307840,4
3J1tpWcli0fknIKy5gyqdz,0.678,0.846,1,-3.492,1,0.0559,0.183,0.0265,0.342,0.737,91.993,262661,4
3Aqx5LBLE28DbOFlheAy5r,0.688,0.79,9,-7.881,1,0.0256,0.00802,0.000449,0.161,0.781,96.643,298933,4
3VLrnLs0TnSW2h8OAg72DD,0.754,0.725,9,-7.933,0,0.0468,0.19,0.00165,0.0745,0.863,117.211,324093,4
2mKouqwAIdQnMP43zxR89r,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,4
7Ezwtgfw7khBrpvaNPtMoT,0.414,0.807,10,-4.12,0,0.348,0.0428,0,0.822,0.409,175.158,191901,4
2AYTGaclgKXACh13nJRVcV,0.564,0.717,10,-6.403,0,0.397,0.097,0,0.493,0.423,117.489,284831,5
0hlNEW0hvqiyqIPDHFPWH1,0.74,0.754,5,-7.279,1,0.0534,0.389,0.0118,0.08,0.852,92.002,253080,4
2uiEqPjMmIJXOKplzsEASP,0.635,0.751,1,-5.055,0,0.357,0.116,0,0.0951,0.591,126.806,289739,5
24scNJHZfz2ppumDteY2ip,0.61,0.785,9,-6.273,0,0.187,0.188,0,0.0991,0.42,100.736,241607,4
6jSTqDdOevrQc9K2c2cdur,0.84,0.67,6,-5.758,0,0.307,0.262,1.6e-05,0.111,0.812,119.909,172657,4
2eSJflipjhSKLExuSwuFrO,0.829,0.688,8,-7.652,1,0.0978,0.0142,2.05e-06,0.0461,0.869,93.857,230400,4
5anhqEGXtfyPKozqVEihig,0.632,0.731,10,-5.232,0,0.283,0.336,0,0.0684,0.48,130.761,245496,4
4NT8MTxwf9wvZ4Ui36x7O2,0.662,0.91,2,-3.103,1,0.259,0.0166,0,0.125,0.775,174.064,207257,4
1yOPFin76ojxOnecsV3v81,0.315,0.447,2,-11.198,1,0.0672,0.276,0.00152,0.0923,0.331,141.407,312173,3
1h22h211rde6dDCeW2hXpN,0.632,0.305,2,-11.842,1,0.0326,0.614,2.01e-05,0.0713,0.238,139.935,232573,4
6oyYKWTbYt5Zb8tIiLZbmH,0.751,0.674,9,-12.976,0,0.0425,0.0214,0.000143,0.32,0.696,117.969,304293,4
01Mi9xc3nOoxuJWSptf7LY,0.324,0.714,4,-6.338,1,0.0453,0.37,0,0.724,0.296,133.906,350867,4
3LQuPOvQvNVQaE0YzoiymV,0.538,0.836,0,-10.031,1,0.0403,0.674,0.091,0.283,0.874,90.095,250840,4
1gJOqXpRjz9GeEEwQpcujK,0.387,0.194,1,-10.829,1,0.031,0.83,0.00145,0.131,0.0862,121.7,159640,4
1x9iOd3K1JC6tdjGZJpFgZ,0.65,0.535,5,-13.325,1,0.0282,0.118,0,0.187,0.9,173.8,255293,4
6bcBAzDTeiRo4SZX6yAQgs,0.624,0.761,11,-8.428,0,0.0293,0.235,0.00015,0.162,0.719,88.542,234267,4
1uLBV01mO4YMeoUQ3jhyQn,0.586,0.485,5,-8.395,1,0.0245,0.135,0,0.0598,0.351,86.869,283107,4
4Kl4lCNYP44mu0HykavgDb,0.688,0.765,0,-7.88,1,0.0533,0.434,0.00224,0.0914,0.617,82.271,262960,4
3nKLfeoq3YedJIZqvRW3Qz,0.684,0.602,7,-9.931,1,0.0258,0.165,0,0.351,0.684,93.849,168640,4
3dSUY34vmIYWJn0M6oZ3BD,0.712,0.723,7,-7.47,1,0.0377,0.426,0,0.264,0.867,140.566,216173,4
1Qaa4I0iyu1yUxtar6Dj3r,0.705,0.799,2,-6.094,1,0.0277,0.121,0,0.0664,0.728,130.413,272733,4
5KMWwtJv3Ll2ROZfMerQs0,0.352,0.601,7,-12.646,1,0.0323,0.0942,0.0105,0.117,0.37,107.546,361093,4
3hP7U1NmWEyeZRpLA1BhYj,0.638,0.731,9,-5.877,1,0.0281,0.272,0,0.303,0.647,140.511,226973,4
4DPzsRk88YdufGpE7cMWw5,0.694,0.749,9,-8.526,1,0.0674,0.0035,1.17e-05,0.334,0.626,150.665,185960,4
52SoNNrgIYwC85HSs7hUic,0.573,0.744,7,-5.468,1,0.0428,0.0531,0,0.31,0.534,154.992,210653,4
0JqSbF5Z7rFQSflSksEI8E,0.738,0.788,7,-7.488,1,0.0318,0.0937,0,0.0368,0.652,119.429,236773,4
6hChXpg8S3osT7BC1f5vPu,0.578,0.646,8,-6.759,1,0.0387,0.0127,0,0.1,0.393,177.011,169533,4
5s53KI8m2qnabzTumD7lfb,0.679,0.812,5,-6.549,1,0.0266,0.175,8.04e-06,0.1,0.775,140.467,228627,4
29SRvYOKbMLOZeOubNGtLb,0.859,0.317,3,-6.788,1,0.0498,0.0336,7.44e-06,0.224,0.913,116.088,215067,4
2KY0QUeRY3IPuJI1gyU9BJ,0.591,0.225,11,-20.344,1,0.0382,0.0426,0.00365,0.0614,0.529,159.684,268200,4
5UFBEYaigXPoScwPOK4Wft,0.396,0.312,7,-10.165,1,0.0293,0.329,0,0.359,0.319,110.235,259693,4
6RnhPvk4EBbOJVETOQtMA5,0.706,0.701,11,-8.538,1,0.0288,0.0519,0.00103,0.102,0.231,118.589,222173,4
1PRiwwG9wDMsqgtapWlu70,0.586,0.782,7,-6.768,0,0.0295,0.00433,0.00601,0.126,0.777,126.11,294493,4
1fqOVMrcp7LVGJOxCCE1YG,0.615,0.556,0,-7.352,0,0.0832,0.461,8.23e-05,0.0685,0.697,106.513,167667,4
1iapX0xmx559Y8wVuXvz07,0.691,0.16,2,-18.796,1,0.031,0.645,6.93e-05,0.175,0.321,113.676,244560,4
1K1yKufm4IYvhEqih2IwKQ,0.694,0.581,0,-9.635,0,0.0287,0.0806,8.71e-05,0.168,0.633,129.126,286093,4
3KN86akwYYXnMX6pBqw9d0,0.474,0.843,4,-6.387,1,0.0362,0.000265,0.0179,0.117,0.69,123.544,178533,4
5MRt5JfLp42Nvj5Gg2ZRwO,0.723,0.67,9,-5.08,1,0.0331,0.067,1.36e-06,0.0643,0.943,101.36,259467,4
6IC6VhpV7D8T1t037Atqpu,0.673,0.729,2,-6.952,1,0.0287,0.148,1.46e-06,0.081,0.717,93.948,187053,4
43lL05gZ1DqG4YJ74rCPmM,0.404,0.845,11,-4.647,1,0.049,0.00637,1.34e-05,0.357,0.591,165.703,231027,4
1rGLPyb4LMojT4wpxiZTp8,0.531,0.893,0,-4.422,1,0.055,0.184,1.01e-06,0.101,0.323,120.045,206947,4
0WB48shl2wAH4KqyQkQ8nJ,0.681,0.626,10,-5.158,1,0.0231,0.141,0.000225,0.125,0.528,103.965,230360,4
7xoBJ4hih949Jeu5ZfzBai,0.5,0.9,2,-3.577,1,0.117,0.205,0.000251,0.694,0.675,162.249,185453,4
1kN5Bo5DAn9neVrli2wKBt,0.601,0.713,1,-7.862,1,0.0366,0.0985,0.00663,0.288,0.332,92.061,217613,4
7e2fhkjIMoguzTxQFXRMtO,0.417,0.702,0,-5.347,1,0.0326,0.435,0,0.0987,0.303,83.867,202827,4
3OFD6HAlPiHqy2XoPNaVMR,0.567,0.879,2,-4.704,1,0.0561,0.00615,1.44e-05,0.356,0.743,121.986,186453,4
5vyVckEUyIogu3Fq7J3lBR,0.621,0.523,9,-6.563,1,0.032,0.355,3.51e-06,0.0844,0.138,78.037,245573,4
6Jr9yrCspI9wQbg9ZRpS4C,0.498,0.604,10,-7.345,1,0.0291,0.15,0.00127,0.108,0.165,141.003,187533,4
2ekfM9Dcslm7l9Lh7HGT0i,0.392,0.936,5,-6.532,1,0.0849,0.000221,0.839,0.407,0.564,167.333,266387,4
0NNep3grWO95CVGp04gMM4,0.575,0.295,11,-12.584,1,0.0326,0.484,0.703,0.0639,0.394,144.366,202533,3
3ExNcJ7LkInTekJg13FQSq,0.46,0.951,2,-6.869,1,0.108,0.00285,0.833,0.0523,0.336,108.005,192600,4
1nTIlEfFDYpeRTkvhdF6I3,0.55,0.953,2,-3.65,1,0.0343,5.4e-05,0.927,0.118,0.364,129.987,391080,4
0bz67HYKfiuUj1xhsK5ofT,0.571,0.946,1,-6.83,0,0.0725,0.000203,0.508,0.0818,0.291,119.853,194258,4
3zvBkrRyrDFmcJAfmZLEOT,0.384,0.917,2,-5.764,1,0.035,1.1e-05,0.927,0.101,0.48,162.128,297800,4
6HEGXMMaxg9WFKdqXz8u5y,0.441,0.936,8,-6.491,1,0.0471,3.46e-05,0.819,0.215,0.333,129.086,286920,4
05RLMlOEa3HZn574VsLWxf,0.663,0.723,1,-8.102,0,0.0344,0.089,0.9,0.0929,0.382,119.969,269133,4
4jSsavDl1yJ0dbHlYhOwX0,0.324,0.965,8,-4.858,1,0.0556,1.96e-05,0.883,0.306,0.483,179.997,208560,4
2a8LnjhI2beznBEjH9DDVX,0.584,0.652,3,-6.605,1,0.0253,0.00915,0.852,0.138,0.139,99.98,264373,4
2wvMC5EyaaYQwBfiwwY2xE,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227,4
19P4fwkPhE6yVAXApFWDoF,0.692,0.613,2,-10.735,1,0.0282,0.0407,0.0652,0.094,0.93,120.901,210533,4
7GNf8GN66LzBmENFQWxBKb,0.325,0.674,11,-14.169,0,0.0397,0.00608,0.172,0.917,0.696,83.18,460760,4
40iyxHnAaCXODDMixY1okn,0.508,0.373,4,-15.022,1,0.037,0.0323,0.736,0.0968,0.426,86.787,315400,4
1OMqLnz5Wu0CTpIwv0hhqa,0.717,0.589,7,-11.183,1,0.0328,0.00488,0.00874,0.0451,0.803,98.678,306133,4
6LBpVY2dEIemTyGQpkBUj1,0.806,0.345,5,-14.068,1,0.0661,0.289,0.0147,0.0571,0.605,85.544,251286,4
2gBq12zOMMa5ZAl9zFMjfK,0.259,0.293,9,-15.169,1,0.0451,0.137,0.00336,0.0671,0.297,68.139,426533,4
1QX3pVlDdU4r3qgwSZl2JC,0.3,0.63,0,-8.384,1,0.0371,0.0107,0.799,0.0727,0.224,141.331,320200,4
1z3PhiWMUpj2Lu43T3rQfK,0.574,0.882,2,-3.084,1,0.0456,0.462,0.00203,0.0608,0.695,119.846,198093,4
3SBCCnz4sdk7UZG57F6FcF,0.685,0.525,9,-12.486,1,0.0337,0.0377,0.00727,0.139,0.53,94.48,201642,4
0IErUOvyUhX4Gxji2LPjTc,0.614,0.809,4,-4.771,1,0.0488,0.594,0,0.246,0.79,149.97,179067,4
54SEsuLm43yxTeFTkSAnk5,0.426,0.0985,4,-10.76,1,0.0386,0.916,0,0.17,0.156,131.158,234280,4
3zpDN50e0zHiS1EzY4eDh5,0.447,0.345,7,-10.799,1,0.0276,0.72,0.000144,0.152,0.178,85.993,187173,4
2QBDEk5bWC97pSKrZZTvaJ,0.542,0.342,11,-8.197,1,0.0271,0.712,0.000298,0.173,0.351,128.914,197480,4
4fNAPYr5BkGvBqDLsEKbXQ,0.581,0.331,11,-11.445,1,0.027,0.794,0.000153,0.0966,0.269,87.004,207253,4
08rJRNF6NGOzoEjy430awL,0.608,0.606,11,-9.8,1,0.0292,0.251,0,0.0961,0.35,101.916,235973,4
4nLFCJZjLv5kEKdDUFomGQ,0.435,0.341,9,-8.775,1,0.0286,0.726,1.35e-05,0.117,0.446,145.629,214973,4
3luEIXKsUZkogGwlTpnCbT,0.168,0.178,3,-11.779,1,0.029,0.429,3.01e-06,0.097,0.121,87.771,194707,4
36U0BKpNNaCbZq6TcNldES,0.599,0.132,0,-9.796,1,0.0458,0.64,0,0.2,0.304,76.802,174133,3
4FkdVG3c9kTJZvZBV0xN1K,0.771,0.413,9,-10.96,1,0.0289,0.518,7.81e-06,0.103,0.259,112.956,202520,4
1WMcpCFSvKRiNUVEPPOnFk,0.616,0.582,2,-11.105,1,0.0312,0.277,2.07e-06,0.226,0.339,126.946,239240,4
6r1Fl3Ki7wXkvowfCzqEF9,0.633,0.653,9,-10.077,1,0.0326,0.126,0,0.154,0.484,109.265,174507,4
5aujdHHMn6WBzxFiCyqCJb,0.652,0.722,9,-10.678,1,0.0326,0.0649,0,0.166,0.727,110.751,179160,4
5EPQbU0wk70Btiu9onZR48,0.596,0.626,7,-12.945,1,0.0634,0.402,0,0.0498,0.962,155.556,177693,4
6x7dWRvkNCROtmCtYRpOQx,0.718,0.378,7,-15.851,1,0.0352,0.601,1.81e-05,0.0525,0.961,118.989,144360,4
0qu9P0DcFcgAycRsbWupnZ,0.726,0.33,1,-14.864,1,0.033,0.259,0.000309,0.0704,0.712,109.158,176840,4
6fTFy2nIb245lkgNLSgK8u,0.558,0.36,4,-15.934,1,0.032,0.195,0.00193,0.0468,0.811,162.559,227080,4
7x6z6qiA3eXSeKOH7hH2Mr,0.666,0.64,4,-13.945,1,0.0387,0.548,0,0.177,0.954,107.751,183533,4
5hBg1gomozSsQJlnsL9GKO,0.671,0.561,8,-7.583,1,0.0257,0.075,1.6e-05,0.254,0.859,99.225,286760,4
0C5qSiIMV0Z6MNPROh2YwP,0.631,0.37,0,-13.002,1,0.0272,0.174,0,0.076,0.277,127.996,214467,4
4NzyM0AAmN2ucaBlTXbQQT,0.105,0.0616,3,-28.12,1,0.0458,0.855,0.94,0.112,0.0378,91.718,141549,3
4qPsmhfyr7HvX34TFdV8v2,0.157,0.0944,5,-20.467,1,0.0421,0.47,0.89,0.0955,0.039,134.081,280467,4
665XLDRwQueQYBn4cnyxWW,0.117,0.0233,2,-25.127,1,0.0444,0.974,0.661,0.0808,0.0399,80.295,462640,4
3M0zi8iD2KRzY71XcGFUpE,0.401,0.444,1,-11.391,1,0.0306,0.0596,0,0.0874,0.349,124.746,155600,4
4LU5jR2Vmj0lZiA8tHXIia,0.183,0.494,5,-9.995,0,0.0333,0.274,1.23e-05,0.38,0.503,95.963,183627,4
1ghqlcFUP85h1Gxn4Oa2Kt,0.186,0.0988,3,-24.513,1,0.0384,0.711,0.936,0.108,0.151,82.98,137773,5
2CVcuBnF52i0gPba28XWgx,0.17,0.368,0,-12.773,1,0.0326,0.55,0.666,0.098,0.0626,95.061,192160,3
589AelScFm0FYQ4VG1biJi,0.437,0.567,11,-12.797,1,0.0386,0.366,0.846,0.175,0.326,130.147,173093,4
5Nz4J5cENiF5Pxov6hqmHa,0.19,0.0965,0,-18.327,1,0.0372,0.914,0.855,0.0899,0.0716,81.377,181293,4
6H000qefA3b3OKce1Y9IBw,0.0777,0.13,0,-21.709,1,0.0379,0.244,0.896,0.349,0.0467,173.311,268973,4
7rVp7JknHf1lmd7ay6n0RR,0.589,0.382,10,-12.332,1,0.0249,0.402,1.23e-06,0.116,0.218,75.497,233907,4
4SKUHsObja1Lcb7tBs4vJS,0.509,0.43,1,-9.235,1,0.0252,0.14,1.36e-05,0.118,0.19,83.965,197198,4
4ZqKqYRJhf7G1ZagIt3Pp7,0.668,0.867,10,-4.303,1,0.0301,0.0446,0,0.073,0.737,119.127,244653,4
7JElqB4CULpz3L0nGsVbGk,0.708,0.837,10,-3.892,1,0.0306,0.141,0,0.332,0.698,118.045,225853,4
2eG0tspnMQHYIFWqThUTQE,0.692,0.669,11,-9.974,1,0.0275,0.0254,0,0.246,0.805,120.332,216693,4
6B6RcteDWk5eItPYcJTEjz,0.453,0.31,4,-11.891,1,0.0261,0.344,1.43e-06,0.108,0.187,141.38,241160,4
5FykuNHooGoF5lxClk6AlM,0.517,0.641,2,-5.079,1,0.0284,0.355,0,0.296,0.397,143.233,201720,4
0bHwhQr7slzPnhdKJFiZKa,0.674,0.65,10,-9.668,1,0.0299,0.187,0,0.0701,0.687,118.083,221533,4
5cKnJGxrUEPNRhlA6ZyyF7,0.587,0.3,4,-8.88,1,0.0279,0.842,1.22e-05,0.121,0.241,128.04,207125,4
361Obu3gSkCCRJ3xfLBGOZ,0.771,0.555,1,-11.854,1,0.0309,0.117,0,0.137,0.857,120.819,209307,4
7DhNAYOzIRkEFqimYl2s1G,0.392,0.727,9,-11.913,1,0.155,0.0357,0.000239,0.754,0.365,171.653,161827,4
78qA09zvWzvCZPOPUMF6pN,0.762,0.199,1,-9.867,1,0.0334,0.851,0.915,0.101,0.442,95.261,141827,3
2cL360CDEVWtavnqLu32sI,0.534,0.45,7,-13.076,1,0.0255,0.0111,7.31e-05,0.535,0.63,101.288,282440,4
3mnNqugL0grFxgGd7J6YCJ,0.407,0.948,2,-5.186,1,0.168,0.00653,0.00126,0.661,0.479,171.319,112773,4
4kcrIasWqz5O2KqLsKBLaz,0.538,0.952,7,-5.411,1,0.0428,0.0942,0.000291,0.0655,0.78,156.807,216360,4
1ZpWFQlRFtX1AljACEwndf,0.601,0.381,7,-10.683,1,0.0254,0.0685,5.05e-05,0.0866,0.258,87.089,308067,4
0zOa1NiigGt2SAjxJ9NbW1,0.373,0.628,0,-12.201,1,0.0389,0.061,1.09e-06,0.0445,0.87,164.352,136560,4
5uJur2y8B6L5xesnl7qCLT,0.589,0.775,0,-5.446,1,0.0304,0.372,0.00127,0.097,0.625,110.826,287733,4
2rsXUvg6SD4Yw0XzY7lwzk,0.592,0.686,4,-9.859,0,0.0351,0.185,5.98e-05,0.14,0.73,132.292,220682,4
4IxuyZ6RsCmeeXa8nDkOO6,0.352,0.32,5,-15.694,1,0.0284,0.0449,4.51e-06,0.0891,0.628,198.882,270002,4
0E8q2Fx2XuzXCO2NSAppkR,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.231,255227,4
4rmCI9VWrwrJTJ8XQ80BMN,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,319733,4
1hVRTl4yhWmGW7ImZoO22e,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,258266,3
0ZciyueIR3Jl1gh4lbiLsk,0.58,0.162,3,-14.174,1,0.0344,0.916,0.309,0.123,0.365,91.207,463907,4
5p95DUZplmVxY0XCQ3hxUV,0.394,0.23,3,-10.475,1,0.0348,0.931,0.497,0.0662,0.358,78.319,477760,4
6ZgaUtMlUzUf7SqbUUnfbu,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,644013,4
1Rph9i0FWKDa9Aq9H4iiMx,0.475,0.0588,5,-17.464,0,0.0418,0.89,0.0238,0.129,0.241,115.642,206360,4
0hQZmG7mYTjdYrAQqY5Unx,0.515,0.437,5,-13.779,0,0.0331,0.354,4.5e-05,0.243,0.738,93.091,523453,4
1BPmVDqR4cX9aFC0Qx0eWn,0.461,0.0546,0,-18.982,1,0.0362,0.988,0.208,0.126,0.23,128.91,296667,4
7y7M0Qd8r37uhLLScSQUyB,0.545,0.0947,3,-14.44,1,0.0504,0.936,0.0986,0.077,0.302,105.902,906387,4
1Ko3qmw2ItUEefsjDjpLWL,0.518,0.404,8,-14.134,1,0.0302,0.476,0,0.103,0.436,96.146,200493,3
5z7jt7UnqQOhiGOUbajw1V,0.626,0.41,7,-14.531,1,0.0284,0.435,0,0.252,0.685,92.727,153867,3
5AgHGO8qE6Gf5HFaY1YHg9,0.811,0.497,0,-10.741,1,0.0406,0.699,0,0.0577,0.603,107.636,198453,4
76Hon4prBvpf0feU8ZgOuX,0.696,0.873,7,-5.652,1,0.11,0.337,0,0.846,0.634,124.0,182231,4
5qWrtExTlcssB8EuRGhBlj,0.482,0.263,5,-14.881,1,0.0273,0.17,0,0.318,0.385,90.305,184773,3
4n62GstxIU5T3PtWoKywxr,0.7,0.667,3,-8.72,1,0.0291,0.332,4.25e-05,0.517,0.38,115.957,230680,4
1tDmNDtRBT7xJL7ha4HOj7,0.792,0.605,7,-8.008,1,0.0462,0.546,0,0.0439,0.899,128.789,163107,4
7ELeHch29cwR2lAQvRhTUC,0.498,0.833,2,-7.901,1,0.0881,0.25,1.56e-05,0.973,0.508,83.838,221938,4
6VAGY0EP6Azrq3ukBCM5sZ,0.641,0.727,4,-7.998,1,0.0597,0.142,6.77e-05,0.991,0.547,125.94,212975,4
5lybOoqcTL6B4oEprYs6Hx,0.631,0.489,4,-10.855,0,0.0679,0.487,0,0.0777,0.677,169.003,165067,4
2xYlyywNgefLCRDG8hlxZq,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4
1YYhDizHx7PnDhAhko6cDS,0.462,0.395,9,-9.376,1,0.0264,0.758,0,0.121,0.625,82.259,190160,4
5qxFudz7A6PGptviHsz4Yd,0.325,0.308,2,-11.503,1,0.0297,0.92,0.00603,0.441,0.447,147.117,178267,3
5tlyFGagMcqqpbqo2jYKU5,0.455,0.437,4,-11.411,1,0.0278,0.314,0,0.501,0.724,81.396,283640,4
1GppOc3LMBYanYagzCQCci,0.756,0.521,9,-10.855,1,0.0448,0.859,0.00174,0.0401,0.964,106.893,187000,4
0UZoFT3gz09JBk2kJfRb6I,0.444,0.25,7,-9.854,1,0.0304,0.799,0,0.146,0.64,122.495,238707,4
7vRLVWAYjnrPEhZf5IeDOm,0.361,0.213,6,-12.826,0,0.0346,0.793,0,0.172,0.276,80.813,176704,4
3m8lTUL5GxGUNSaycI77ND,0.322,0.168,10,-13.893,1,0.0336,0.915,0.000223,0.117,0.259,146.68,311893,4
4aqVJ566auHqnlpwSiYE5N,0.528,0.305,4,-11.671,1,0.0301,0.837,3.03e-06,0.113,0.549,117.828,285373,4
1z1ujgCHxxLfWAuNqhyAlE,0.545,0.462,0,-14.651,1,0.112,0.449,0,0.0931,0.837,180.464,200360,4
2iRfjwzPsooCskZrrlsgcC,0.777,0.948,7,-3.648,1,0.0479,0.127,5.36e-06,0.0708,0.973,142.359,231347,4
0tkfgenYMiMQPIma894lgc,0.768,0.809,9,-5.816,1,0.0289,0.0271,0.000633,0.0584,0.737,133.838,214093,4
5DeuAlTIDflXOomztXYM5D,0.794,0.73,7,-6.067,1,0.0332,0.0538,0.000832,0.0826,0.767,128.999,206640,4
59LL82V5s2Y86PX3Fvg9Fq,0.575,0.809,4,-6.015,1,0.0404,0.281,4.23e-05,0.0977,0.698,158.341,206427,4
3NGLzAYAksAik9FiqmmS52,0.382,0.827,7,-3.721,1,0.0832,0.000135,0.000328,0.106,0.439,145.621,210560,4
6dh3RjahKiBrygKA8we05z,0.428,0.828,6,-5.289,0,0.0418,0.000468,3.96e-05,0.187,0.705,158.935,215427,4
7LuyD4CA7XR4c6y3YaG5nD,0.737,0.471,7,-6.661,1,0.0336,0.174,1.78e-05,0.0879,0.685,143.316,232000,4
1Fs8CxgwWqaUyB0CbCj4A3,0.81,0.68,9,-6.592,1,0.0362,0.146,0.00136,0.322,0.972,117.184,244067,4
2DJiN8cC75z8tFr95fYRwn,0.662,0.87,9,-4.966,1,0.0383,0.0907,2.71e-06,0.205,0.656,132.879,221333,4
6GnubxoOueiMgiBj8WTe3L,0.678,0.814,9,-5.591,1,0.028,0.165,1.88e-05,0.206,0.847,108.383,153027,4
3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,4
7gevvAspxft2qQmcvJjNBH,0.53,0.707,10,-5.516,1,0.203,0.104,0,0.105,0.696,109.827,203453,4
5mRNFh0zp9qY1kDpecN9ot,0.492,0.532,6,-7.035,1,0.027,0.134,0,0.101,0.267,81.306,227933,4
58CrldAc1Z5WIBozT1NMJH,0.469,0.132,10,-14.001,1,0.0807,0.929,0,0.0873,0.36,67.011,281467,3
6nxQdXa1uAL0rY72wPZu89,0.488,0.762,8,-3.842,1,0.0865,0.591,0,0.0763,0.709,123.889,210293,4
55nlbqqFVnSsArIeYSQlqx,0.456,0.342,11,-8.162,0,0.0283,0.129,0,0.124,0.224,84.087,252653,4
17zF2ISrDrQdaULA8cxReK,0.693,0.813,7,-4.361,0,0.066,0.0496,0,0.289,0.515,90.008,239453,4
3sTc75CCyIw4FPs6cXkOe7,0.69,0.572,7,-6.131,1,0.0264,0.0457,0,0.0969,0.375,111.919,235667,4
7cyKrN1y4q59bc1gJX3QEG,0.532,0.832,10,-6.047,0,0.0535,0.0652,0,0.766,0.314,101.989,192093,4
1mzGywacjpeik00PVLBPpF,0.606,0.72,5,-6.253,0,0.0283,0.000151,0.00165,0.0745,0.179,127.986,251613,4
7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867,4
0GGxVTb0UwDwdaKNjBdCn3,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,4
3D9iV6cYkYJRAPFO6DRKIE,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,257787,4
3ntrdR24dLkKrzSGRv1FlH,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667,4
4NjyI3qjCRv3XZXgcISc8E,0.669,0.511,0,-11.016,1,0.0291,0.313,0,0.135,0.398,82.865,211573,4
3QmUhaY5KZiOuaUH8H71LG,0.409,0.833,4,-9.994,0,0.0397,0.292,0.158,0.161,0.428,132.233,253267,4
3zJw3rugfpVrmBeDDnUYzy,0.328,0.607,2,-11.076,1,0.0315,0.319,0,0.765,0.395,146.539,213880,3
2pNwQBjJppt8v3sZojH1aj,0.587,0.842,1,-10.463,1,0.0302,0.299,0.51,0.268,0.794,85.297,260747,4
1yKQBy7olMIqRpziyAzf8c,0.484,0.165,7,-18.568,1,0.0498,0.728,1.19e-06,0.115,0.193,159.162,227933,3
4ZVWvCUwsOnIGmJMj71RkG,0.406,0.597,0,-11.745,1,0.0336,0.0744,0.0133,0.254,0.478,115.474,286813,4
3Xl5mKDsSlkdJiQ4pfw0kx,0.673,0.281,10,-16.845,0,0.698,0.892,1.1e-06,0.137,0.737,128.87,1685085,3
34u6rJWgqmVVuu80Mk2HwX,0.61,0.163,1,-20.772,1,0.887,0.782,0,0.123,0.604,65.764,3648615,4
0D8inttz13E6nAS9lmBgBv,0.611,0.205,1,-19.667,1,0.893,0.794,1.41e-06,0.305,0.625,83.24,1692793,3
6jK8Eygg279rapL3HvCWoJ,0.628,0.173,6,-20.559,1,0.948,0.976,0,0.353,0.756,77.519,2091858,4
59rN0AbuFyIBJIz7Mfwlqt,0.607,0.412,10,-13.5,0,0.679,0.825,0,0.204,0.637,103.195,4253320,3
6QSmHtHR6VUAFBfLJ2W8Hy,0.599,0.227,0,-18.143,1,0.774,0.786,0,0.747,0.652,77.401,3506006,4
1Wa5LkXDPTCmz5hfEOVqxx,0.568,0.297,4,-23.253,1,0.872,0.938,0.0163,0.161,0.396,87.482,1749783,4
6gFQxAyaf4pFFiND70b16F,0.61,0.333,1,-18.999,0,0.705,0.8,8.06e-06,0.524,0.56,129.43,3437371,4
1yKah8BCP3Vgq2tPBOLKL0,0.321,0.625,2,-5.219,0,0.0302,0.491,5.08e-05,0.345,0.777,107.338,212600,4
43FVOV48LHhXOhZ0t5picb,0.369,0.759,9,-4.718,1,0.0361,0.000815,0.364,0.329,0.868,132.281,193560,4
07fmUH4VMyKkCRaugAyke7,0.581,0.596,0,-3.831,1,0.0242,0.224,0.00979,0.287,0.574,82.253,180693,1
4FZQ5QeTJcLwWKcLUjhqfz,0.408,0.719,0,-3.409,1,0.0284,0.00611,2.89e-05,0.31,0.836,82.906,153400,4
3Zj5P4UEvqgWvr0vr37yZK,0.395,0.567,8,-7.596,1,0.0334,0.182,0.00182,0.0665,0.188,164.951,475667,3
4qnrMSAPXVVFBq96W9G3ec,0.653,0.206,9,-11.978,0,0.0288,0.791,0.00162,0.0817,0.522,136.984,282987,3
