,g_song_id,writer_id,writer_name,for_project
1313,483,1129,​The D.O.C.,True
1314,483,1436,MC Ren,True
1315,484,301,DJ Drama,True
1316,484,13,Gucci Mane,True
1335,495,2260,DJ Premier,True
1336,495,34,Jadakiss,True
1337,495,219,Guru,True
1338,496,288,Bun B,True
1339,496,644569,Dave Richardson,True
1340,496,644568,Doug Edwards,True
1341,496,4,Lil Wayne,True
1342,496,27612,40,True
1343,496,662,Boi-1da,True
1344,496,130,Drake,True
1356,499,307,RZA,True
1357,499,20,Ghostface Killah,True
1358,499,34,Jadakiss,True
1367,504,85,T.I.,True
1368,504,1466853,Robert Knox,True
1369,504,334,Justin Timberlake,True
1370,504,17649,James Fauntleroy,True
1372,508,33005,Tone Mason,True
1373,508,2,JAY-Z,True
1374,508,27612,40,True
1375,508,130,Drake,True
1376,509,19503,Bobby Byrd,True
1377,509,8417,James Brown,True
1378,509,817371,Ron Lenhoff,True
1379,509,211081,Robin Gibb,True
1380,509,211082,Maurice Gibb,True
1381,509,50169,Barry Gibb,True
1382,509,32,Ol' Dirty Bastard,True
1383,509,340,Pras,True
1384,509,467,Wyclef Jean,True
1385,510,27446,S1,True
1386,510,86381,Peter Sinfield,True
1387,510,35065,Ian McDonald,True
1388,510,86379,Greg Lake,True
1389,510,356515,Michael Giles,True
1390,510,132310,Robert Fripp,True
1391,510,853170,Boris Bergman,True
1392,510,853169,Jean-Pierre Lang,True
1393,510,853167,Francois Bernheim,True
1394,510,27447,Ken Lewis,True
1395,510,27434,Jeff Bhasker,True
1396,510,7161,Mike Dean,True
1397,510,72,Kanye West,True
1398,510,986,Dwele,True
1399,511,272,Plies,True
1400,511,67,Jeezy,True
1401,512,14558,Jeff Bass,True
1402,512,546362,Mark Bass,True
1403,512,45,Eminem,True
1404,513,471,Royce da 5’9”,True
1405,513,546362,Mark Bass,True
1406,513,14558,Jeff Bass,True
1407,513,45,Eminem,True
1408,514,130,Drake,True
1409,515,644276,Devon Harris,True
1410,515,398754,Don Black,True
1411,515,29228,John Barry,True
1412,515,72,Kanye West,True
1413,515,2,JAY-Z,True
1414,516,654775,Oliver El-Khatib,True
1415,516,662,Boi-1da,True
1416,516,27612,40,True
1417,516,130,Drake,True
1418,517,92,Nicki Minaj,True
1419,517,27683,Matthew Burnett,True
1420,517,662,Boi-1da,True
1421,517,130,Drake,True
1422,518,112,Timbaland,True
1423,518,130,Drake,True
1426,520,29609,Liz Rodrigues,True
1427,520,24741,DJ Khalil,True
1428,520,398497,Erik Alcock,True
1429,520,45,Eminem,True
1430,520,27473,Rahki,True
1431,521,40948,Paul C,True
1432,521,342,Eric B.,True
1433,521,1056,Large Professor,True
1434,521,126,Rakim,True
1441,523,27502,Eric Hudson,True
1442,523,72,Kanye West,True
1443,524,14558,Jeff Bass,True
1444,524,546362,Mark Bass,True
1445,524,45,Eminem,True
1450,526,4709,No I.D.,True
1451,526,5454,Malik Yusef,True
1452,526,68,Kid Cudi,True
1453,526,72,Kanye West,True
1475,535,509,Mr. Porter,True
1476,535,45,Eminem,True
1493,541,349,Cory Gunz,True
1494,541,4,Lil Wayne,True
1495,542,4183,Play-N-Skillz,True
1496,542,350,Krayzie Bone,True
1497,542,115,Chamillionaire,True
1500,544,59,2Pac,True
1501,544,123,Dr. Dre,True
1502,545,1003151,Andy Hill,True
1503,545,398754,Don Black,True
1504,545,14558,Jeff Bass,True
1505,545,33782,Luis Resto,True
1506,545,45,Eminem,True
1507,546,108,50 Cent,True
1508,546,33782,Luis Resto,True
1509,546,45,Eminem,True
1510,547,4,Lil Wayne,True
1511,548,310,Wiz Khalifa,True
1512,549,10889,Shanell,True
1513,549,4,Lil Wayne,True
1514,552,72,Kanye West,True
1515,552,353,Chris Martin,True
1516,552,28268,Warryn Campbell,True
1522,555,388,Talib Kweli,True
1523,555,156,Yasiin Bey,True
1524,556,993,Nikki Jean,True
1525,556,147,Lupe Fiasco,True
1526,556,27784,Soundtrakk,True
1527,557,451405,Sly Jordan,True
1528,557,662,Boi-1da,True
1529,557,27683,Matthew Burnett,True
1530,557,45,Eminem,True
1531,558,555560,Trevor Lawrence Jr.,True
1532,558,4918,Dawaun Parker,True
1533,558,123,Dr. Dre,True
1534,558,45,Eminem,True
1535,558,27937,Mark Batson,True
1536,559,33782,Luis Resto,True
1537,559,34522,Supa Dups,True
1538,559,10483,JG,True
1539,559,45,Eminem,True
1550,563,10179,Bēkon,True
1551,563,29609,Liz Rodrigues,True
1552,563,24741,DJ Khalil,True
1553,563,45,Eminem,True
1557,565,325441,Ric Wilson,True
1558,565,656791,Lou Wilson,True
1559,565,656789,Carlos Wilson,True
1560,565,509,Mr. Porter,True
1561,565,45,Eminem,True
1568,567,59,2Pac,True
1569,567,8976,Johnny J,True
1570,568,59,2Pac,True
1571,568,40598,Tony Pizarro,True
1572,568,29275,Joe Sample,True
1573,568,1205926,Terrence Thomas,True
1574,568,1016074,Charles Simmons,True
1575,568,645538,Bruce Hawes,True
1576,569,22,The Notorious B.I.G.,True
1577,569,22409,Valerie Simpson,True
1578,569,712772,Nickolas Ashford,True
1579,569,307,RZA,True
1580,569,228,Method Man,True
1582,571,107,Lil Jon,True
1583,571,37996,J-Bo,True
1584,571,7558,Sean Paul (YoungBloodZ),True
1612,583,358,Mary J. Blige,True
1613,583,184,Swizz Beatz,True
1614,583,85,T.I.,True
1615,583,654785,Henry Zant,True
1616,583,654784,Aubrey Johnson,True
1617,583,662,Boi-1da,True
1618,583,27612,40,True
1619,583,130,Drake,True
1620,584,31420,Metta World,True
1621,585,176,Black Thought,True
1622,585,365,John Legend,True
1623,586,3495,Peedi Crakk,True
1624,586,176,Black Thought,True
1625,586,582,Truck North,True
1631,589,30201,Rick Friedrich,True
1632,589,45230,Jeremy Grenhart,True
1633,589,316,Dice Raw,True
1634,589,176,Black Thought,True
1674,606,20,Ghostface Killah,True
1675,606,76,Raekwon,True
1736,620,161,Big Pun,True
1737,620,3675,Prospect,True
1738,620,3515,Triple Seis,True
1739,620,83,Fat Joe,True
1740,621,32212,Frank Romano,True
1741,621,27667,Jim Jonsin,True
1742,621,72,Kanye West,True
1743,621,68,Kid Cudi,True
1744,622,555560,Trevor Lawrence Jr.,True
1745,622,4918,Dawaun Parker,True
1746,622,27937,Mark Batson,True
1747,622,123,Dr. Dre,True
1748,622,45,Eminem,True
1762,628,55662,Laylaw,True
1763,628,2149,Johnny Polygon,True
1764,628,57147,D'Maq,True
1765,628,2014,DJ Green Lantern,True
1766,628,473451,Larry Troutman,True
1767,628,5347,Roger Troutman,True
1768,628,59,2Pac,True
1769,628,56,Nas,True
1805,641,3608,Erick Sermon,True
1806,641,111,Ludacris,True
1807,644,43377,Thayod Ausar,True
1808,644,291,Xzibit,True
1809,645,9120,DJ U-Neek,True
1810,645,2457,Wish Bone,True
1811,645,350,Krayzie Bone,True
1812,645,2459,Layzie Bone,True
1813,645,2458,Bizzy Bone,True
1814,645,59,2Pac,True
1818,649,342,Eric B.,True
1819,649,126,Rakim,True
1820,650,1839,Slug,True
1821,651,126,Rakim,True
1822,652,342,Eric B.,True
1823,652,126,Rakim,True
1824,654,1263335,Chester Burnett,True
1825,654,33267,Megahertz,True
1826,654,60695,Alabama 3,True
1827,654,56,Nas,True
1828,655,14266,André 3000,True
1831,658,33272,"Hill, Inc.",True
1832,658,56,Nas,True
1833,659,147,Lupe Fiasco,True
1834,659,58508,Chris&Drop,True
1835,661,1004812,Total K-Oss,True
1836,661,1003964,Go Mack,True
1837,661,123,Dr. Dre,True
1838,661,3722,Km.G,True
1839,661,5687,Cold 187um,True
1840,662,388,Talib Kweli,True
1841,662,176,Black Thought,True
1842,662,4782,Boots Riley,True
1843,663,1839,Slug,True
1844,664,535,R. Kelly,True
1845,664,1167101,Willy Will,True
1846,664,8382,Polow da Don,True
1847,664,1181,The-Dream,True
1849,669,67,Jeezy,True
1850,669,157,Akon,True
1865,674,21903,J-Roc,True
1866,674,112,Timbaland,True
1867,674,130,Drake,True
1868,674,2,JAY-Z,True
1873,676,69,J. Cole,True
1875,680,4,Lil Wayne,True
1907,690,546362,Mark Bass,True
1908,690,14558,Jeff Bass,True
1909,690,45,Eminem,True
1994,716,209,Canibus,True
1995,717,26832,Chad Hugo,True
1996,717,110,Pharrell Williams,True
1997,717,2,JAY-Z,True
2009,721,13,Gucci Mane,True
2010,721,13521,Shawty Redd,True
2011,722,582910,Tim Sommers,True
2012,722,540135,"Jeremy ""Kinetics"" Dussolliet",True
2013,722,33782,Luis Resto,True
2014,722,45,Eminem,True
2015,722,29473,Alex da Kid,True
2016,722,853,B.o.B,True
2017,723,2147,Sean Garrett,True
2018,723,13,Gucci Mane,True
2019,723,782,Keyshia Cole,True
2020,723,27692,FATBOI,True
2021,724,13,Gucci Mane,True
2022,724,88,Rick Ross,True
2023,724,7898,Drumma Boy,True
2024,725,13,Gucci Mane,True
2025,725,92,Nicki Minaj,True
2026,725,27692,FATBOI,True
2027,725,415,Bobby V,True
2028,725,117,Trina,True
2029,726,13,Gucci Mane,True
2030,726,2652,Jazze Pha,True
2031,727,13,Gucci Mane,True
2032,727,288,Bun B,True
2033,727,405,E-40,True
2034,727,416,Devin The Dude,True
2035,727,7898,Drumma Boy,True
2036,728,13,Gucci Mane,True
2037,728,7898,Drumma Boy,True
2040,730,404005,Reuben Wilson,True
2041,730,1003291,Peg Barsella,True
2042,730,56,Nas,True
2043,730,2260,DJ Premier,True
2044,731,1056,Large Professor,True
2045,731,56,Nas,True
2046,732,46,Snoop Dogg,True
2047,732,88,Rick Ross,True
2048,732,27630,L.V.M.,True
2049,732,27629,DJ Nasty,True
2050,732,111,Ludacris,True
2054,736,318,Big Boi,True
2055,736,85,T.I.,True
2056,736,3588,Khujo Goodie,True
2057,736,46249,"Terrence ""Knightheet"" Culbreath",True
2058,737,85,T.I.,True
2059,737,1954,Just Blaze,True
2060,737,63120,Makeba Riddick,True
2061,738,663880,Billy Nichols,True
2062,738,2652,Jazze Pha,True
2063,738,149,Nate Dogg,True
2064,738,111,Ludacris,True
2065,741,424,Papa Roach,True
2066,741,47060,​apl.de.ap,True
2067,741,713,​will.i.am,True
2068,742,1772,Planetary,True
2069,742,2616,Chief Kamachi,True
2070,742,2180,King Syze,True
2071,742,2564,Reef the Lost Cauze,True
2072,742,2485,Doap Nixon,True
2073,742,2617,Demoz,True
2074,742,450,Celph Titled,True
2075,742,319,Vinnie Paz,True
2076,743,450,Celph Titled,True
2077,743,1066,Esoteric,True
2078,743,1772,Planetary,True
2079,743,466,Apathy,True
2080,743,6810,Des Devious,True
2081,743,2616,Chief Kamachi,True
2082,743,319,Vinnie Paz,True
2083,743,6815,Crypt the Warchild,True
2084,743,2180,King Syze,True
2085,744,1129,​The D.O.C.,True
2086,744,170,Kurupt,True
2087,744,46,Snoop Dogg,True
2088,744,149,Nate Dogg,True
2089,744,5571,Ms. Roq,True
2090,744,529639,David McCallum,True
2091,744,695,Hittman,True
